Author,Comment,Time,Cleaned_Comment,Sentiment_Score,Sentiment_Label
@kusmanto88,"Luar biasa dri mana ???!!!....
Ijazah jokowi nyata dan asli sah dri UGM...
Pernah kerja di pabrik kertas aceh 1986 saat jokowi belon jadi apa2....syarat kerja menggunakan ijazah S1 kehutanan.
Udah kalian jgn mau di bodohi sama team yg ngaku TPUA dan roy cs.....Tpua dri mana mereka ???
Ulama yg jelas di indonesia itu ya ada di organisasi sepeeti Muhammadiah,NU dan lainya.
Pakai nalar yg sehat mas.",2 hari yang lalu,luar biasa dri mana ijazah jokowi nyata asli sah dri ugm pernah kerja pabrik kertas aceh jokowi belon apasyarat kerja guna ijazah s hutan kalian jgn bodoh team ngaku tpua roy cstpua dri mana ulama jelas indonesia organisasi sepeeti muhammadiahnu lai nalar sehat mas,1,positif
@suprihnosuprihno6080,​ @kusmanto88 OOHH ANDA TEMAN KERJA P JOKOWI DI ACEH  YA?,2 hari yang lalu,oohh teman kerja p jokowi aceh,0,netral
@kangocoytea6215,PKI dan Gerwani komen💪💪💪🔥🔥🔥😂🤣​ @arnowosigitcaroko ,2 hari yang lalu,pki gerwani komen,0,netral
@kangocoytea6215,​ @kusmanto88 Drs. Insinyur Jokowi   kkn 1985 Lulus 1985😂😂😂 sementara Bar s Cream bilang kkn 1983🤪😋😛😜 kurang koordinasi 🤣😂 atau mulyono lupa skenario 🤣😂🤣,2 hari yang lalu,drs insinyur jokowi kkn lulus bar s cream bilang kkn kurang koordinasi mulyono lupa skenario,-2,negatif
@aisyahaisyah321,Luar biasa ngocehny bokin mangkel,1 hari yang lalu,luar biasa ngocehny bokin mangkel,-1,negatif
@poranghitamgedongcitro1068,Taeeekkk,1 hari yang lalu,taeeekkk,0,netral
@poranghitamgedongcitro1068,​@Colaaaitu ug bilang kan gak waras __,1 hari yang lalu,ug bilang kan waras,0,netral
@assaury_bhs278,​@kanayanahda3799 ternak Mulyono muncul😂,1 hari yang lalu,ternak mulyono muncul,0,netral
@HendraAs-k1n,Luar biasa apa nya pengacara kalah terus...,1 hari yang lalu,luar biasa apa nya acara kalah,-2,negatif
@gunadiindrajit3962,Luar biasa asal omong hahaha,1 hari yang lalu,luar biasa asal omong hahaha,-1,negatif
@bambangagussantoso615,"Itu abang yg pakai jas coklat aku sering ngliat di banyak tempat dan selalu berakhir dng ngotot.
Sekilas kliatan pinter karena ngomongnya nrocos, pdhl klo diamati sungguh ini hny pinter ngeyel.
Dulu saya kagum ttp maaf dlm kasus Roy dan ijazah aku jd bosen.",1 hari yang lalu,abang jas coklat aku sering ngliat banyak tempat selalu akhir dng ngotot kilas kliatan pinter ngomongnya nrocos pdhl klo amat sungguh hny pinter ngeyel dulu kagum ttp maaf dlm kasus roy ijazah aku bosen,3,positif
@iyayajaajs3688,Arianto ini honornya kecil ya...sering di undang di tv one...tapi cara ngomongnya tidak seperti ahli😅😅,4 jam yang lalu,arianto honor kecil yasering undang tv onetapi cara ngomongnya ahli,-1,negatif
@dimasseto7248,"fakta2 yg di ajukan roy suryo cs logis dan terang benderang, sangat dragukan ijasah jokowi
dipakailah logika kekuasaan lewat polisi dengan membangun argumen dan narasi via tenaga ahli
dan pada akhir nya logika akal sehat masyarakat akan dipaksa untuk menerima logika kekuasaan itu.",1 hari yang lalu,fakta aju roy suryo cs logis terang benderang sangat dragukan ijasah jokowi pakai logika kuasa lewat polisi bangun argumen narasi via tenaga ahli akhir nya logika akal sehat masyarakat paksa terima logika kuasa,7,positif
@gogotoktafian9938,"​ @dimasseto7248 logis darimana , kalau udah sakit apapun fakta tak kan berguna",1 hari yang lalu,logis darimana sakit apa fakta tak kan guna,0,netral
@gustisaniah9764,Akhi tim jokowi😂😂,1 hari yang lalu,akh tim jokowi,0,netral
@dimasseto7248, @gogotoktafian9938  itu bukan nya posisi anda sakit akal ?,1 hari yang lalu,bukan nya posisi sakit akal,-1,negatif
@kusmonokusmono2477,Bapak yg ditengah bukan ahli tapi menguatkan menggiring ke yg sblh ..,1 hari yang lalu,bapak tengah bukan ahli kuat giring sblh,1,positif
@anangsopyan6512,"Org gk waras samapai hrs mengumpulkan ahli tentang ucapan kebebasan berbicara,, padahal Roy CS gk perlu ahli utk masuk penjara, mereka udah pada siap dan rela, klo ijazahnya udah jelas ASLI, kan kata semua pakar pihak Jokowi meraka udah nuduh palsu??? Tp klo nyatanya asli pasti mereka kena pidana, simpel kan?? Gk, perlu repot debat tiao hari baik di tv maupun di medsos, SEKALI LAGI MEREKA PASTI SIAP MASUK PENJARA KARENA DEMI MENDUGA DAN MEMPERTAHANKAN ALMAMATER KAMPUSNYA,, UGM mereka itu semua jebolan UGM dan ijazah dan skripsinya asli 100 milyar%,",1 hari yang lalu,org gk waras samapai hrs kumpul ahli ucap bebas bicara padahal roy cs gk perlu ahli utk masuk penjara siap rela klo ijazah jelas asli kan kata semua pakar pihak jokowi raka nuduh palsu tp klo nyata asli kena pidana simpel kan gk perlu repot debat tiao hari baik tv maupun medsos sekali siap masuk penjara duga tahan almamater kampus ugm semua jebol ugm ijazah skripsi asli milyar,4,positif
@AhmadAbidin-p7r,Iya ente aja yg jadi ahlinya  sana o daftarkan diiri ente kalo mau jadi ahli,1 hari yang lalu,iya ente ahli sana o daftar iri ente ahli,2,positif
@dimasseto7248," @AhmadAbidin-p7r  serahkan pekerjaan pada yg ahli nya. Jangan seperti 10thn  kmrn 1 indonesia kena prank oleh pemimpin dicitrakan sederhana merakyat, yg katanya punya gelar insinyur",1 hari yang lalu,pr serah kerja ahli nya jangan thn kmrn indonesia kena prank pimpin citra sederhana rakyat kata punya gelar insinyur,1,positif
@abdussalamMubarok-y9z,Di akhirat tidak bisa bekit belit,14 jam yang lalu,akhirat bekit belit,0,netral
@pinangbelarik8802,Sepertinya akan berat sebelah,2 hari yang lalu,seperti berat belah,-1,negatif
@EfriYunir,Susah mengharapkan keadilan dari polisi,2 hari yang lalu,susah harap adil polisi,-1,negatif
@iraaris-b8x,"​ @EfriYunir ya benar sekali. Seperti biasa, selalu orang -orang jujur dan rakyat yg dirugikan.😢😢😢",2 hari yang lalu,benar sekali biasa selalu orang orang jujur rakyat rugi,1,positif
@elaksumarkamah6605,​ @EfriYunir kluu gtu gmn klu pkmu yg jd polisi,2 hari yang lalu,kluu gtu gmn klu pkmu polisi,0,netral
@elaksumarkamah6605,"Gigi kuning tompel,tim provokasi.",2 hari yang lalu,gigi kuning tompeltim provokasi,-2,negatif
@AhmadMuchtarom-yj7oi,Pak Ahmad hojonufin orang cerdas dan berani mantaapp,2 hari yang lalu,pak ahmad hojonufin orang cerdas berani mantaapp,1,positif
@CiptaRis,"yg pro dan kontra sama2 yakin asli dan palsu, tapi kedua pihak gak pernah lihat barang langsung 😂 
makin kesini, makin ngotot pihak ingin mempermalukan dan pihak ingin memenjarakan 😭",1 hari yang lalu,pro kontra yakin asli palsu dua pihak pernah lihat barang langsung makin kesini makin ngotot pihak malu pihak penjara,-3,negatif
@juniyanto7269,tp klien nya ga pernh ada yg mennang..msuk bui smua..sbntr lg rombongan ini....siap2 pk baju shopeee..wkwkwk,1 hari yang lalu,tp klien nya pernh mennangmsuk bui smuasbntr rombong inisiap pk baju shopeeewkwkwk,0,netral
@yabudiasli3041,​ @juniyanto7269 termul 😂😂😂😂,1 hari yang lalu,termul,0,netral
@Bejaet,"Ya iyalah yg di lawan itu siapa.kekuasaan bro....paling tidak mereka,tidak takut mengatakan kejahatan itu",1 hari yang lalu,iya lawan siapakekuasaan bropaling merekatidak takut kata jahat,-3,negatif
@BOLODOGIKANLUMPUR,"AH memang berani, karena gak pernah kuliah",6 jam yang lalu,ah memang berani pernah kuliah,0,netral
@AnindyaFauziah-u2y,Masuk akal buta orang2 yang tidak punya akal😂,1 hari yang lalu,masuk akal buta orang punya akal,-1,negatif
@libanchay6755,Kalian sekelompok orang,1 hari yang lalu,kalian kelompok orang,0,netral
@juniyanto7269,tp ga pernh menangg.klien nya msuk penjara smua..wkwke,1 hari yang lalu,tp pernh menanggklien nya msuk penjara smuawkwke,-1,negatif
@bonaDamanik-xz9bc,Mudah dipahami sma anak abah,1 hari yang lalu,mudah paham sma anak abah,1,positif
@herryher-sp7zw,Tompel HTI ...😂😂😂,1 hari yang lalu,tompel hti,0,netral
@titinyuliana3841,udin TOMPEL 100% KEOK,1 hari yang lalu,udin tompel keok,0,netral
@AllyaYeremia,Maju ke jurang gunung rinjani 😂😂😂,2 hari yang lalu,maju jurang gunung rinjani,1,positif
@saifuddinzuhri9783,​ @AllyaYeremia ternak muncul,2 hari yang lalu,ternak muncul,0,netral
@rochmadhartoni1016,Khosinudin suruh mandi biar glowing,2 hari yang lalu,khosinudin suruh mandi biar glowing,0,netral
@shopidshopid9236,"Kebenaran dari hongkong .
Dah jelas2 fitnah .",2 hari yang lalu,benar hongkong jelas fitnah,0,netral
@elaksumarkamah6605,Do'anya org biadab terhadap org calon Neraka Jahanam.mka hasilnya Dajjal.,2 hari yang lalu,doa org biadab org calon neraka jahanammka hasil dajjal,-2,negatif
@elaksumarkamah6605,"​@rochmadhartoni1016 ❤❤❤ setuju mir,biar giginya kuning,",2 hari yang lalu,tuju mirbiar gigi kuning,-1,negatif
@niscalahati6778,Maju ke hotel prodeo,2 hari yang lalu,maju hotel prodeo,1,positif
@ZainUddin-p8e8i,"Katanya Bu Megawati,Tunjukkan Ijazah,Sudah Selsai Masalah😂",2 hari yang lalu,kata bu megawatitunjukkan ijazahsudah selsai masalah,-1,negatif
@supardimazda5636,Ntar dulu lagi cuci muka,2 hari yang lalu,ntar dulu cuci muka,0,netral
@hoirulpahmi3839,Betul maju ke jurang😂,2 hari yang lalu,betul maju jurang,1,positif
@belahpinggir99,KRONI HTI YANG SAKIT HATI,2 hari yang lalu,kroni hti sakit hati,0,netral
@Ricopabloescobar,"Dalil mentok Ternaknya jokowi,, kalau gak HTI ya gerombolan sakit Hati,, tapi saya maklumin lah kan SDM'Nya Rendah Rendah 😂😂😂",2 hari yang lalu,dalil mentok ternak jokowi hti gerombol sakit hati maklumin lah kan sdmnya rendah rendah,-2,negatif
@KangwanWan-m4n,Di borong nih panci nya pa,2 hari yang lalu,borong panci nya pa,-1,negatif
@NuryantoO-wq5dj,Aamiin🤲,2 hari yang lalu,aamiin,0,netral
@LomanMer,"Allah lagi....Allah lagi....?!
Allahmu asli kah  ?!
.
Allah yg Asli, akan MENGHUKUM",2 hari yang lalu,allah lagiallah allah asli allah asli hukum,2,positif
@FirdaFarda-e5w,Wkwkwk😂😂😂😂,2 hari yang lalu,wkwkwk,0,netral
@ibnuhadi6644,"""membelah ke benaran"" ? Ga skalian membelah bambu?",2 hari yang lalu,belah benar skalian belah bambu,-1,negatif
@Taray655,Ring masih jauh udah takuut nih Ahmad...minta dihentikan.....latihan aja yg bener....wkkwk,2 hari yang lalu,ring jauh takuut ahmadminta dihentikanlatihan benerwkkwk,-1,negatif
@Taray655,Ring masih jauh udah takuut nih Ahmad...minta dihentikan.....latihan aja yg bener....wkkwk,2 hari yang lalu,ring jauh takuut ahmadminta dihentikanlatihan benerwkkwk,-1,negatif
@zomayu121kikan2,"Pembela ke benaran yg mna ,,,tim gerombolan CPT""di jebloskan ke NUSAKAMBANGAN ,,,AMIIIIN",1 hari yang lalu,bela benar mna tim gerombol cptdi jeblos nusakambangan amiiiin,1,positif
@zomayu121kikan2,"Alkhamdulillah maju truuuus ,,,tim gerombolan CPT""msuuuuk BUI ,,,,AMIIIIN",1 hari yang lalu,alkhamdulillah maju truuuus tim gerombol cptmsuuuuk bui amiiiin,1,positif
@zomayu121kikan2,"Ke jlan ke BUSUKAN msuk BUI ,,,AMIIIIN",1 hari yang lalu,jlan busuk msuk bui amiiiin,-1,negatif
@lasalimsalim,​ @ZainUddin-p8e8i katanya Jokowi Mega jadi presiden bukan karena rakyat 😅,1 hari yang lalu,pei kata jokowi mega presiden bukan rakyat,0,netral
@asrofiasrofi5543,"Kebenaran yg memaksakan diri, tdnya sy ragu setelah UGM bilang mengeluarkan ya berarti asli apalagi jokowi terdaftar diUGM, mau kuliah sebulan sekali apa seminggu sekali klo dah daftar bayar ikut ujian ya sudah asli, kecuali UGM ga kash ijazah, alias jokowi beli dipinggir jln.",1 hari yang lalu,benar paksa diri tdnya sy ragu ugm bilang keluar arti asli jokowi daftar diugm kuliah bulan sekali apa minggu sekali klo daftar bayar ikut uji asli ugm kash ijazah alias jokowi beli pinggir jln,1,positif
@abahoge6058,"Om Tom...
Batre nya On terus ya...
Chargernya bagus",1 hari yang lalu,om tom batre nya on chargernya,0,netral
@yatmen4827,Maju teros biar malu kamu nanti grom olanmu,1 hari yang lalu,maju ros biar malu kamu grom olanmu,0,netral
@agussudarmadi1320,"Khosinudin itu tdk benar, dia cari pembenaran..semoga ikut masuk",1 hari yang lalu,khosinudin tdk benar cari pembenaransemoga ikut masuk,1,positif
@HendraAs-k1n,Membela kebenaran dari mana orang yg di bela kalah terus..,1 hari yang lalu,bela benar mana orang bela kalah,0,netral
@rosalindayani7806,"Bang Ahmad .. menunjukkan keberanian dan kekuatannya dalam berargumen secara logis.
Ia ""Penjaga Hukum dan Akhlak""
Tidak hanya menjaga hukum, tetapi juga nilai moral dan agama
Maju terus bang ..",1 hari yang lalu,bang ahmad tunjuk berani kuat argumen logis jaga hukum akhlak jaga hukum nilai moral agama maju bang,2,positif
@yuliamahamalia7398,Maju masuk bui😄​ @AllyaYeremia ,15 jam yang lalu,maju masuk bui,1,positif
@gilabola9297,Kebanyakan minum konidin 🤣,12 jam yang lalu,banyak minum konidin,1,positif
@MuhMasduki,"Alhamdulillah
Semoga segera sidang tuk penjarakan gerombolan tukang fitnah bayaran👍👍👍",2 hari yang lalu,alhamdulillah moga segera sidang tuk penjara gerombol tukang fitnah bayar,-1,negatif
@dodol9792,"😂😂😂.. DIKETAWAIN SAMA ANAK SD...😂😂

SAKSI AHLI DISUMPAH MEMBERIKAN KETERANGAN SEBENARNYA SESUAI DENGAN KEAHLIANNYA...

DILUAR DR TANGGUNG JAWAB PENUDUH & TERTUDUH...",2 hari yang lalu,diketawain anak sd saksi ahli sumpah beri terang benar sesuai ahli luar dr tanggung jawab tuduh tuduh,5,positif
@nagarataikland5368,Orang berbohong tak akan selamat diakhirat.,2 hari yang lalu,orang bohong tak selamat akhirat,0,netral
@yogisaputranurdiansyah4939,Betul dan orang orang yang menyebarkan fitnah mencela memaki bapak Jokowi akan bertanggung jawab dunia akhirat… semua akan diadili di sidang akhirat,2 hari yang lalu,betul orang orang sebar fitnah cela maki bapak jokowi tanggung jawab dunia akhirat semua adil sidang akhirat,-1,negatif
@DiaAnaana-ex4hr,Harus melibatkan pihak netral biar mslh nya menerima kedua belah pihak.,2 hari yang lalu,libat pihak netral biar mslh nya terima dua belah pihak,0,netral
@yuliswarwar4368,ahli dari pasar Pramuka.,2 hari yang lalu,ahli pasar pramuka,1,positif
@Darwinritonga,​ @MuhMasduki  blok medan sudah mulai goyang,2 hari yang lalu,blok medan mulai goyang,0,netral
@jenongcathoz1758,"😂😂😂WADUH,,,INI BUDAK BIN JONGOS HABIB YA,,,UDH DPT KUNCI SEREP SURGA DR HABIB DOBOLLOWI NIH😂😂😂,,,MINTA RANTE EMAS DONG DAK😂😂😂",1 hari yang lalu,waduhini budak bin jongos habib yaudh dpt kunci serep surga dr habib dobollowi nihminta rante emas dak,1,positif
@jenongcathoz1758,​ @yuliswarwar4368 😂😂😂AWAS STROKE SUUDAAREEEE 😂😂,1 hari yang lalu,awas stroke suudaareeee,-1,negatif
@agussutriatmaja1176,Mereka gax takut akhirat😂😂😂,1 hari yang lalu,gax takut akhirat,-1,negatif
@jokongawur1376,Yg fitnah juga bertanggung jawab dunia akhirat,1 hari yang lalu,fitnah tanggung jawab dunia akhirat,-1,negatif
@Hartini-m7f,Gol Roy cs biar puas....,1 hari yang lalu,gol roy cs biar puas,0,netral
@jefrisupriyadi5541,Memangnya anda pernah ke akhirat bro...ini kayaknya gerombolan halusinasi sakit hati penganut jahiliyah,1 hari yang lalu,memang pernah akhirat broini kayak gerombol halusinasi sakit hati anut jahiliyah,0,netral
@padnawitawan3363,7 Ahli menyembunyikan kebohongan ya? Jangan heran mas bro... Rupiah beraksi😂😂😂,1 hari yang lalu,ahli sembunyi bohong jangan heran mas bro rupiah aksi,1,positif
@alfatih3305,Mana dipikir yang penting fulus.,1 hari yang lalu,mana pikir penting fulus,1,positif
@Sultan-uf3zm,Saya yakin izasa jokower palsu😂,1 hari yang lalu,yakin izasa jokower palsu,0,netral
@mohamadreza9112,​ @Sultan-uf3zm  saya juga yakin ijazah mulyono Asli. Klo ijazah Jokowi Udah jelas palsu. 😂,1 hari yang lalu,ufzm yakin ijazah mulyono asli klo ijazah jokowi jelas palsu,1,positif
@HannaSumaryanta-x2r,ohh .. seraaaammmm,1 hari yang lalu,ohh seraaaammmm,0,netral
@titinyuliana3841,DEWA PANCI masuk bui,1 hari yang lalu,dewa panci masuk bui,-1,negatif
@MITRA_ERLANGGA,​ @dodol9792 Lo ketawa berarti lo anak SD,1 hari yang lalu,lo ketawa arti lo anak sd,0,netral
@Trimartono-i5j,"Kl 7 ahli yg panggil dr institusi kepolisian , sama aza bohong.",1 hari yang lalu,kl ahli panggil dr institusi polisi aza bohong,0,netral
@arifathadi968,"​ @yogisaputranurdiansyah4939 tapi Asemka dan ekonomi meroket,sampai kasmojo, bohong lho,JD yg bikin dosa siapa...klow gak ada kebohongan juga baik2saja,,,jangan lihat api dan asapnya saja tapi lihat asal kebaranya.kau bela Jokowi BS jadi benar BS juga salah... setidaknya akalmu kau pake.",1 hari yang lalu,asemka ekonomi meroketsampai kasmojo bohong lhojd bikin dosa siapaklow bohong baiksajajangan lihat api asap lihat asal kebaranyakau bela jokowi bs benar bs salah akal kau,-4,negatif
@edysusanto7660,"Setuju Dr Hamid Awaludin, indikasinya Pak Jokowi akan dimenangkan",1 hari yang lalu,tuju dr hamid awaludin indikasi pak jokowi menang,1,positif
@dodol9792,"​ @MITRA_ERLANGGA 
Kalo gak ketawa gak bakalan ada yg mau jadi saksi..😂",1 hari yang lalu,ketawa bakal saksi,0,netral
@dodol9792,"​ @MITRA_ERLANGGA 
KALAU SAKSI AHLI MEMBERIKAN KETERANGAN TDK SEBENARNYA BARU BISA DIPERMASALHKAN...😂😂😂😂😂😂😂😂😂",1 hari yang lalu,saksi ahli beri terang tdk benar baru dipermasalhkan,3,positif
@akhmadalimudin8962,Btull stujuuuu merka akan dipertgugjwabkn dialam barzah bazer2 pndusta geng slo,1 hari yang lalu,btull stujuuuu merka dipertgugjwabkn alam barzah bazer pndusta geng slo,0,netral
@dodol9792,"​ @akhmadalimudin8962 
Santet solo kaleee..😂",1 hari yang lalu,santet solo kaleee,0,netral
@hekpalangmati3793,Komenan anda jg akan dipertanggung jawabkan di dunia dan akherat...,1 hari yang lalu,komenan tanggung jawab dunia akherat,0,netral
@b-wd8wo,Sama yg fitnah juga harus tanggung jawab didunia dan akhirat nt😂😂😂,14 jam yang lalu,fitnah tanggung jawab dunia akhirat nt,-1,negatif
@aminkangipos3781,"Justru yg suka memfitnah org itu hati hati, pk Jokowi dan klwrga itu nga pernah mencaci maki klmpok anda",13 jam yang lalu,justru suka fitnah org hati hati pk jokowi klwrga nga pernah caci maki klmpok,1,positif
@badygomes152,Di akhirat lw aja banyak bohong,8 jam yang lalu,akhirat lw banyak bohong,0,netral
@grincorner1116,"Negara buat mainan,negara diluar sana sudah maju kita masih dibikin  plonga plongo ga jelas 😂😂😂",7 jam yang lalu,negara buat mainannegara luar sana maju bikin plonga plongo jelas,1,positif
@alfonsokondo5751,Woiiii kan Jokowi udah bilang di pengadilan akan di tunjukkan kalau hakim minta.😂😂😂😂 Lucu kalian,1 hari yang lalu,woiiii kan jokowi bilang adil tunjuk hakim minta lucu kalian,0,netral
@adizaravzarav5898,km tahunya cuman logika tp TK th aturan..dan hak orang lain,1 hari yang lalu,km tahu cuman logika tp tk th aturandan hak orang,0,netral
@yws3675,"Asli tidak nya barang biar pembuatan nya yang bicara 😂 kau tak percaya pembuatan nya gimana ceritanya,logika mu Dangkal kah 😂😂",1 hari yang lalu,asli nya barang biar buat nya bicara kau tak percaya buat nya ceritanyalogika mu dangkal,0,netral
@Febi-l6b,Menunjukkan ijazah bukanlah hal yg tabu,22 jam yang lalu (diedit),tunjuk ijazah bukan tabu,-1,negatif
@yws3675,​ @Febi-l6b menunjukkan ijazah sesuai dengan keperluan dan kebutuhan dan siapa yang meminta 😂 ngapain nunjukin ke orang tidak semestinya 😂,21 jam yang lalu,lb tunjuk ijazah sesuai perlu butuh siapa minta ngapain nunjukin orang mesti,0,netral
@xperimental1974,"Kecuali Ternak Mulyono, karena logika sederhana aja gak nyampe otaknya",18 jam yang lalu,ternak mulyono logika sederhana nyampe otak,0,netral
@WahyuniRimawati,"itu logika orang yg gak cerdas...yg mau merusak NKRI,menfitnah dan membodohi rakyat indonesia...",17 jam yang lalu,logika orang cerdasyg rusak nkrimenfitnah bodoh rakyat indonesia,-2,negatif
@askaaska8471,Ijazahnya asli... Kata yang buatnya asli ko,16 jam yang lalu,ijazah asli kata buat asli ko,2,positif
@SendangMetamorfosa,Pak jokowi belinya yg asli lho..bukan yg palsu,12 jam yang lalu,pak jokowi beli asli lhobukan palsu,0,netral
